P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,STIMULI,POOL,SCORE
s1296,2,C,f,,,,L,L,L,L,L,L,L,L,X,,,,L,L,R,R,simulated,simulated,2473.007792947793
s1297,3,C,m,,,,R3,L3,L3,L3,L3,R3,R1,R1,L1,,,,L1,L1,R2,R2,simulated,simulated,2383.1788888888887
s1298,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1299,3,R,b,,,,,,,R3,R3,R3,R3,R3,X1,R2,R3,R3,L1,L1,R1,L2,simulated,simulated,2422.7122222222224
s1300,2,R,a,,,,,,,L,L,X,R,R,R,R,R,X,L,L,L,R,simulated,simulated,2381.8243265993265
s1301,2,L,f,L,L,L,L,L,L,X,L,L,,,,,,,L,L,R,R,simulated,simulated,2530.325738520739
s1302,3,C,b,,,,X1,R2,R3,R2,R2,R2,X1,R2,R3,,,,R2,R3,R1,L2,simulated,simulated,2187.7618253968258
s1303,3,R,m,,,,,,,X1,R1,R1,R1,R1,R1,R3,R3,R3,L3,L2,R1,R1,simulated,simulated,2504.7451322751326
s1304,2,R,b,,,,,,,R,R,R,R,R,R,R,X,R,L,L,R,R,simulated,simulated,2511.874812964813
s1305,3,L,f,L2,L2,L2,L3,L2,L3,L3,L3,L3,,,,,,,L1,L1,R1,R3,simulated,simulated,2555.0555555555557
s1306,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1307,3,C,a,,,,L1,L3,L2,L2,L3,X1,X1,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2464.6400000000003
s1308,2,L,f,L,L,R,L,R,X,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2427.231248196249
s1309,2,R,a,,,,,,,L,L,X,R,R,R,R,L,R,L,L,R,R,simulated,simulated,2447.3965632515637
s1310,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,X1,R2,R2,L1,L1,R1,R1,simulated,simulated,2524.727777777778
s1311,3,C,b,,,,L3,R3,R3,L3,R3,R3,R3,R3,R1,,,,X1,L1,L1,R1,simulated,simulated,2319.1144444444444
s1312,2,L,b,L,L,L,X,L,L,L,X,L,,,,,,,L,L,R,R,simulated,simulated,2505.8903933103934
s1313,3,L,m,L2,L3,L1,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R2,simulated,simulated,2548.6233333333334
s1314,3,R,f,,,,,,,L3,L3,L3,X1,X1,R3,R3,R2,R3,L1,L1,R3,R1,simulated,simulated,2482.9722222222226
s1315,2,C,a,,,,L,L,L,L,L,L,X,L,R,,,,L,R,R,R,simulated,simulated,2371.3549248899253
s1316,2,R,f,,,,,,,X,X,X,R,R,R,R,R,L,L,L,R,R,simulated,simulated,2452.5059379509385
s1317,3,L,b,L2,L2,L3,L1,X1,L3,L3,R3,R2,,,,,,,L1,L1,R1,R1,simulated,simulated,2491.2233333333334
s1318,2,C,m,,,,R,R,R,R,R,R,R,R,R,,,,X,L,R,R,simulated,simulated,2444.068757261257
s1319,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R2,R2,R2,L1,L3,R1,R1,simulated,simulated,2560.1555555555556
s1320,3,L,a,L2,L2,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,R2,L1,R2,simulated,simulated,2313.005555555556
s1321,2,C,b,,,,X,X,R,X,X,X,R,R,R,,,,L,L,R,L,simulated,simulated,2361.3016931216935
s1322,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1323,3,C,f,,,,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2489.2900000000004
s1324,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,L3,R2,L1,L1,R2,X1,simulated,simulated,2441.1222222222223
s1325,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,X,R,simulated,simulated,2516.7505954230955
s1326,3,C,m,,,,L2,L2,L2,L2,L2,L2,L2,L2,R2,,,,L1,L1,R1,R3,simulated,simulated,2479.9823809523814
s1327,2,C,f,,,,L,L,L,L,L,L,R,R,R,,,,L,R,R,R,simulated,simulated,2384.2414309764313
s1328,3,R,f,,,,,,,L2,L3,L3,R2,R2,R2,R2,R2,R2,L1,L1,L3,R1,simulated,simulated,2417.9500000000003
s1329,3,L,m,L2,L2,L2,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R2,R1,simulated,simulated,2558.3111111111116
s1330,2,C,a,,,,L,X,X,X,X,X,X,X,X,,,,L,L,R,X,simulated,simulated,2447.374047619048
s1331,2,L,b,L,L,L,L,X,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2474.8852236652237
s1332,2,R,b,,,,,,,R,R,R,R,L,R,R,R,R,R,L,R,R,simulated,simulated,2404.8539885114883
s1333,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R2,R3,simulated,simulated,2556.6888888888893
s1334,3,C,a,,,,L1,L3,L3,L2,R2,X1,X1,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2456.8311111111116
s1335,2,L,m,L,L,L,L,X,X,X,X,L,,,,,,,L,L,R,R,simulated,simulated,2500.709706589707
s1336,3,C,f,,,,L3,L2,L3,L3,L3,L3,L3,L3,L3,,,,L3,L1,R1,R2,simulated,simulated,2458.791031746032
s1337,2,C,b,,,,X,X,X,X,R,X,R,R,R,,,,L,L,R,R,simulated,simulated,2473.7259451659456
s1338,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,X,R,R,simulated,simulated,2516.7505954230955
s1339,3,L,a,R3,L2,L2,L1,L3,L3,L3,L3,L3,,,,,,,R1,L1,L3,R1,simulated,simulated,2295.066666666667
s1340,2,R,b,,,,,,,R,R,X,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2530.325738520739
s1341,3,L,f,L2,R3,L1,L3,L3,L3,L3,R2,L1,,,,,,,L1,L1,R1,R1,simulated,simulated,2441.0288888888895
s1342,3,C,a,,,,X1,L3,X1,X1,R2,R3,R3,R3,R3,,,,R1,L1,R1,R1,simulated,simulated,2350.6844444444446
s1343,2,L,m,L,L,L,L,R,X,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2469.0018903318905
s1344,2,L,a,L,L,L,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2517.690396825397
s1345,3,C,m,,,,L3,L3,L2,L3,X1,L3,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2471.583333333333
s1346,3,R,b,,,,,,,R3,R3,R3,R3,R2,R3,R3,R2,R2,L3,L3,R1,R1,simulated,simulated,2552.8922222222227
s1347,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,R,L,R,R,simulated,simulated,2386.6347829947827
s1348,2,C,a,,,,X,X,X,X,R,R,R,R,R,,,,L,X,R,R,simulated,simulated,2439.186257816258
s1349,3,L,m,X1,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,L1,R1,simulated,simulated,2400.29
s1350,3,R,f,,,,,,,X1,X1,X1,X1,X1,L2,R3,R3,R2,L3,L1,R1,R2,simulated,simulated,2471.3388888888894
s1351,2,L,b,L,L,L,L,L,X,L,X,R,,,,,,,L,L,R,X,simulated,simulated,2463.7480082880084
s1352,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,X1,R2,L1,L1,R1,R1,simulated,simulated,2522.7888888888892
s1353,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,R,L,R,R,simulated,simulated,2401.0240476190475
s1354,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s1355,3,L,b,L2,L2,L3,L2,L2,L3,X1,X1,X1,,,,,,,X1,L1,R3,R1,simulated,simulated,2476.047777777778
s1356,2,L,m,L,L,L,L,L,X,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2525.549870499871
s1357,3,C,a,,,,X1,X1,X1,X1,X1,X1,X1,X1,R2,,,,L1,L1,R3,R1,simulated,simulated,2498.8611111111113
s1358,3,L,f,L2,X1,L2,L2,L2,X1,R1,X1,X1,,,,,,,L1,L1,R1,R1,simulated,simulated,2473.925555555556
s1359,2,R,b,,,,,,,X,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2542.213620453621
s1360,2,R,m,,,,,,,R,R,R,R,R,R,L,X,R,L,L,R,R,simulated,simulated,2447.5069550819553
s1361,3,L,a,L2,L3,L3,L3,L3,R1,L3,L3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2498.3488888888887
s1362,3,C,f,,,,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R2,R1,simulated,simulated,2491.7055555555557
s1363,2,C,b,,,,X,R,X,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2465.023513893514
s1364,2,L,b,L,L,L,L,L,L,L,L,X,,,,,,,R,L,R,R,simulated,simulated,2445.4539527139527
s1365,3,L,m,L2,L2,L2,L1,L2,L2,L2,X1,X1,,,,,,,L1,L1,R3,R1,simulated,simulated,2525.9735714285716
s1366,3,R,f,,,,,,,L2,X1,X1,X1,X1,X1,L1,R1,R2,L1,L1,R3,R3,simulated,simulated,2444.101111111111
s1367,2,C,a,,,,L,L,L,L,L,L,L,L,R,,,,R,L,R,R,simulated,simulated,2384.127879527879
s1368,3,C,b,,,,L2,R2,R2,R2,R3,R2,R2,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2472.9953968253967
s1369,2,R,a,,,,,,,R,L,R,R,R,R,R,R,R,R,L,L,R,simulated,simulated,2342.038536833537
s1370,3,R,m,,,,,,,R3,R3,R3,R3,R2,R3,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2556.2333333333336
s1371,2,L,f,L,L,L,L,L,L,L,L,X,,,,,,,L,L,R,R,simulated,simulated,2542.2136204536205
s1372,3,L,b,L2,L2,L2,L2,L2,L2,L3,R2,R2,,,,,,,L1,L1,R1,R1,simulated,simulated,2522.444444444445
s1373,3,R,a,,,,,,,L3,R3,R3,R1,R3,R3,R1,R3,R2,L1,L1,R3,R3,simulated,simulated,2496.4144444444446
s1374,2,R,f,,,,,,,L,L,X,R,R,R,X,R,R,L,L,R,R,simulated,simulated,2482.064776334776
s1375,2,C,m,,,,X,X,X,R,X,R,R,R,R,,,,L,L,R,R,simulated,simulated,2469.3729244829246
s1376,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1377,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1378,3,L,f,L2,L2,L3,L2,X1,L3,L3,L3,L2,,,,,,,L1,L1,R3,R3,simulated,simulated,2513.397777777778
s1379,3,C,a,,,,L3,L3,L3,L2,L3,L3,R2,R3,R2,,,,L1,L1,R1,R1,simulated,simulated,2479.9555555555557
s1380,2,R,a,,,,,,,R,X,X,R,R,R,L,R,R,R,R,R,R,simulated,simulated,2287.7305723905724
s1381,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1382,3,C,b,,,,L2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L3,L1,R1,R2,simulated,simulated,2464.0140836940836
s1383,3,R,m,,,,,,,L1,R3,R3,R3,R3,R3,R2,R3,R2,L3,L1,R1,R1,simulated,simulated,2535.5111111111114
s1384,2,C,a,,,,L,L,L,L,X,L,R,R,R,,,,L,L,R,R,simulated,simulated,2468.52348003848
s1385,3,L,m,R3,L2,L3,L3,L2,L3,L3,L3,L3,,,,,,,L1,R1,R1,R3,simulated,simulated,2373.37
s1386,3,R,f,,,,,,,R2,X1,X1,X1,R3,R3,L2,R3,R3,L1,L1,L2,R3,simulated,simulated,2345.977777777778
s1387,2,L,b,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2510.0529365079365
s1388,2,C,f,,,,L,L,R,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2447.5880134680133
s1389,3,C,m,,,,L2,L3,X1,X1,R2,R2,R2,R2,R2,,,,L1,L1,R1,R2,simulated,simulated,2467.6650793650797
s1390,2,L,a,L,X,L,L,L,X,X,X,R,,,,,,,L,L,X,R,simulated,simulated,2433.0943674843675
s1391,3,R,b,,,,,,,R3,R2,R3,R2,R2,R3,R3,L2,L2,L1,R2,R1,R1,simulated,simulated,2302.028888888889
s1392,3,C,f,,,,L3,L3,R1,L3,L3,L3,R2,R2,R2,,,,L1,L3,R1,R1,simulated,simulated,2434.7244444444445
s1393,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1394,3,L,a,L2,L2,L2,L2,L2,X1,X1,X1,X1,,,,,,,L1,L2,R2,R1,simulated,simulated,2522.3444444444444
s1395,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1396,3,C,a,,,,L2,L2,L2,L3,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2483.3244444444445
s1397,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,R,R,R,simulated,simulated,2456.1633235283234
s1398,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1399,3,L,f,L3,L2,L2,R1,L3,L3,L3,L1,L3,,,,,,,L2,L2,R1,R1,simulated,simulated,2459.3277777777776
s1400,2,L,f,L,L,L,R,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2490.683094128094
s1401,3,C,b,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L2,L3,X1,R2,simulated,simulated,2453.3222222222225
s1402,3,R,m,,,,,,,R3,L1,R3,R3,R3,R2,R2,L3,R2,L3,L1,R1,R1,simulated,simulated,2452.5477777777774
s1403,2,R,a,,,,,,,L,R,L,R,R,L,R,R,R,L,L,R,X,simulated,simulated,2419.1431721981726
s1404,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,X,R,simulated,simulated,2456.0911111111113
s1405,2,R,f,,,,,,,X,X,X,X,X,X,R,R,R,L,L,R,R,simulated,simulated,2517.6903968253973
s1406,3,R,a,,,,,,,X1,X1,R3,R3,R2,R3,R3,R1,R3,X1,L1,R1,R1,simulated,simulated,2483.1066666666666
s1407,3,L,b,L2,L2,L2,L2,L2,L3,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2550.4978306878306
s1408,2,R,b,,,,,,,X,X,X,R,L,R,X,R,R,L,L,R,R,simulated,simulated,2464.496806156806
s1409,2,L,m,L,L,L,L,X,X,X,X,X,,,,,,,L,R,R,R,simulated,simulated,2420.6010317460323
s1410,3,L,f,L2,L2,L3,L3,L3,L3,L3,L2,L3,,,,,,,L1,L3,R1,R3,simulated,simulated,2528.7333333333336
s1411,3,C,a,,,,L3,L3,L3,R3,R3,R3,R3,R3,R3,,,,L1,L2,R2,R1,simulated,simulated,2485.344444444444
s1412,3,R,f,,,,,,,L2,L3,X1,X1,X1,X1,X1,X1,R2,L1,R3,R3,R3,simulated,simulated,2363.4000000000005
s1413,2,L,b,X,L,L,L,L,L,X,L,X,,,,,,,L,L,R,R,simulated,simulated,2489.8787884337885
s1414,2,C,a,,,,L,L,L,L,L,X,X,X,R,,,,L,L,R,R,simulated,simulated,2473.8980832130837
s1415,3,L,m,L3,L3,L3,L3,L1,L3,L3,L3,L3,,,,,,,L1,L1,L2,R1,simulated,simulated,2428.6161904761907
s1416,3,C,b,,,,R3,L2,L2,R3,R3,L1,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2430.1444444444446
s1417,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1418,3,R,m,,,,,,,R2,R3,R2,R3,R2,L3,R2,R2,R2,L1,L1,R3,R1,simulated,simulated,2472.9579365079367
s1419,2,R,a,,,,,,,R,X,R,R,R,R,R,R,R,L,R,R,R,simulated,simulated,2442.025213490214
s1420,3,L,a,L2,L2,L2,R2,L3,X1,X1,X1,X1,,,,,,,L3,L3,R2,R1,simulated,simulated,2465.411111111111
s1421,2,C,b,,,,L,L,L,R,R,R,R,R,L,,,,L,L,R,R,simulated,simulated,2431.864386724387
s1422,3,C,f,,,,L3,L3,L3,L3,X1,X1,X1,X1,X1,,,,L3,L1,R1,R3,simulated,simulated,2477.2444444444445
s1423,2,R,m,,,,,,,R,R,R,R,R,L,R,R,R,L,L,R,R,simulated,simulated,2490.683094128094
s1424,3,C,a,,,,L3,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R2,R1,simulated,simulated,2488.7000000000003
s1425,2,L,m,L,X,L,L,L,L,L,L,L,,,,,,,L,L,L,R,simulated,simulated,2421.3077604802606
s1426,3,L,f,L1,L3,L3,L1,L3,R1,L3,L3,R3,,,,,,,L2,L2,R1,R1,simulated,simulated,2474.2177777777774
s1427,2,R,b,,,,,,,R,R,R,R,R,R,R,L,R,L,L,R,R,simulated,simulated,2478.52774947275
s1428,2,R,a,,,,,,,X,X,X,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2529.0378495578498
s1429,3,C,b,,,,L3,R3,R2,R3,R3,R3,R3,R3,R2,,,,L1,L1,R1,R2,simulated,simulated,2464.871111111111
s1430,3,R,m,,,,,,,L1,R3,R2,R3,R2,R1,R2,R2,L1,L1,L1,R1,R1,simulated,simulated,2439.9933333333333
s1431,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1432,3,L,m,L2,L2,L2,L2,L2,L3,L3,L3,L3,,,,,,,L1,L1,R1,R3,simulated,simulated,2556.3
s1433,2,L,b,L,L,L,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2517.690396825397
s1434,3,R,f,,,,,,,L3,L3,L3,R3,R3,L1,R2,R2,R2,R1,L1,R1,R1,simulated,simulated,2344.906666666667
s1435,2,C,a,,,,L,X,L,L,X,X,R,R,R,,,,L,L,R,R,simulated,simulated,2461.966957671958
s1436,2,R,f,,,,,,,L,L,L,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2503.1263416213415
s1437,3,L,b,L2,L2,L3,L2,R1,R3,L2,L2,X1,,,,,,,L1,L1,R1,R3,simulated,simulated,2447.139047619048
s1438,3,R,a,,,,,,,L2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,X1,simulated,simulated,2493.022222222222
s1439,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1440,3,L,a,L2,L2,L1,L1,L1,L1,L1,L1,R2,,,,,,,L3,L2,R1,R1,simulated,simulated,2505.9903174603173
s1441,2,R,m,,,,,,,R,R,R,R,R,L,R,R,R,L,R,R,R,simulated,simulated,2403.9048162948166
s1442,3,C,f,,,,L1,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2484.8844444444444
s1443,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,X,L,R,R,simulated,simulated,2444.068757261257
s1444,2,L,a,L,L,L,L,L,R,X,X,R,,,,,,,L,L,R,R,simulated,simulated,2488.9367436267435
s1445,2,C,f,,,,L,L,L,L,L,L,L,X,R,,,,X,L,R,R,simulated,simulated,2424.2159285159287
s1446,3,C,m,,,,L2,X1,L3,X1,X1,R1,X1,X1,L2,,,,L3,L2,R3,R1,simulated,simulated,2408.5822222222223
s1447,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,L2,L1,L2,R1,R1,simulated,simulated,2480.6222222222223
s1448,3,C,a,,,,L3,X1,X1,X1,X1,L1,X1,X1,X1,,,,L3,L1,R2,R1,simulated,simulated,2458.2633333333333
s1449,3,L,f,L3,L2,L3,L3,L2,L3,L3,L3,L3,,,,,,,L1,L1,R3,R2,simulated,simulated,2547.5022222222224
s1450,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,L,R,simulated,simulated,2464.3564380934968
s1451,2,R,b,,,,,,,R,X,R,R,R,R,L,R,R,L,L,R,R,simulated,simulated,2469.1806887556895
s1452,3,R,f,,,,,,,L3,R3,R3,R3,R3,R3,R3,R2,R2,L3,X1,R1,R1,simulated,simulated,2501.9500000000003
s1453,2,L,b,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2510.0529365079365
s1454,2,C,a,,,,L,L,L,L,L,R,X,R,R,,,,L,L,R,R,simulated,simulated,2468.9734800384804
s1455,3,L,m,L2,L2,L2,L3,L2,L2,L2,X1,X1,,,,,,,R2,L1,R3,R1,simulated,simulated,2428.589126984127
s1456,3,L,b,L3,L3,L3,L3,L3,L1,L3,R3,R3,,,,,,,L2,L1,R1,R1,simulated,simulated,2508.3500000000004
s1457,2,R,f,,,,,,,X,X,X,L,X,X,R,R,R,L,L,R,R,simulated,simulated,2483.1433333333334
s1458,3,R,a,,,,,,,L3,R1,R2,R2,R2,R2,L1,R2,R2,R1,L2,R1,R1,simulated,simulated,2343.237619047619
s1459,2,C,m,,,,L,X,X,X,X,X,R,L,R,,,,L,L,R,R,simulated,simulated,2444.652328042328
s1460,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1461,3,C,b,,,,L1,L1,R2,R3,R3,R3,R3,R3,R1,,,,L1,L1,R1,R1,simulated,simulated,2462.45
s1462,2,R,a,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,simulated,simulated,2513.9808465608467
s1463,3,R,m,,,,,,,R3,R3,R2,R2,R2,L3,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2493.289126984127
s1464,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.2607294557292
s1465,2,R,m,,,,,,,R,R,L,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2514.6453416953423
s1466,3,L,a,L2,L2,L1,X1,X1,X1,X1,X1,X1,,,,,,,L3,L3,R1,R3,simulated,simulated,2511.466666666667
s1467,3,C,f,,,,R3,L3,R3,R2,R3,R3,R3,R3,R2,,,,L3,L1,R1,R1,simulated,simulated,2462.547777777778
s1468,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1469,2,R,b,,,,,,,R,R,R,L,R,R,R,R,R,L,L,R,R,simulated,simulated,2505.802807007807
s1470,3,C,a,,,,L2,L2,L2,L2,X1,X1,R3,R3,R2,,,,L1,L1,X1,R1,simulated,simulated,2431.4622222222224
s1471,3,L,f,L2,L2,L2,L3,L3,L3,L3,R1,L3,,,,,,,L1,R1,R1,R1,simulated,simulated,2423.6177777777775
s1472,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1473,2,R,a,,,,,,,R,X,R,R,R,R,R,X,R,L,L,R,R,simulated,simulated,2498.243972138972
s1474,3,C,b,,,,L2,L2,R3,R3,R3,R3,R3,R1,R3,,,,L1,L1,R1,L1,simulated,simulated,2371.4622222222224
s1475,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,L3,R3,L1,L2,R1,R2,simulated,simulated,2481.1611111111115
s1476,3,R,b,,,,,,,R3,R3,R3,R3,R3,R2,R2,R3,R3,L1,L1,R1,R1,simulated,simulated,2550.612222222222
s1477,2,C,f,,,,L,L,L,L,L,L,L,L,R,,,,L,L,R,R,simulated,simulated,2477.2607294557297
s1478,2,L,a,L,L,L,L,R,X,X,X,R,,,,,,,L,X,R,R,simulated,simulated,2429.841798941799
s1479,3,C,m,,,,L1,L1,L1,L1,L1,X1,X1,X1,X1,,,,L3,R1,R1,R2,simulated,simulated,2358.304444444445
s1480,3,R,f,,,,,,,L2,L3,L3,X1,X1,X1,L1,R3,R2,R2,L1,R1,R1,simulated,simulated,2320.8722222222223
s1481,2,C,a,,,,L,L,L,L,L,L,L,X,L,,,,L,L,R,R,simulated,simulated,2466.6244596144597
s1482,3,L,m,L3,L3,L3,L3,L3,L3,L3,R3,L3,,,,,,,L1,L2,R1,R1,simulated,simulated,2528.0111111111114
s1483,2,L,b,L,L,X,X,X,X,X,X,R,,,,,,,L,L,X,R,simulated,simulated,2437.901481481482
s1484,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1485,2,L,m,L,X,L,L,L,L,L,R,L,,,,,,,L,L,X,R,simulated,simulated,2442.1812737262735
s1486,3,L,f,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.088888888889
s1487,3,C,a,,,,L2,L1,L2,L2,R2,R2,R2,R2,R2,,,,L1,L3,R1,R1,simulated,simulated,2469.6098412698416
s1488,3,C,b,,,,R3,R3,R3,R3,R3,R3,R2,R2,R3,,,,L1,L3,R1,X1,simulated,simulated,2431.8
s1489,3,R,m,,,,,,,R3,R3,R2,R3,R3,R3,R3,X1,R2,X1,L3,R1,R1,simulated,simulated,2466.6644444444446
s1490,2,R,a,,,,,,,L,X,R,L,X,R,R,R,R,L,L,R,R,simulated,simulated,2476.0367436267434
s1491,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1492,3,R,a,,,,,,,R3,R3,R3,R3,R1,R2,R2,R3,R2,L3,L1,R1,R1,simulated,simulated,2537.9322222222227
s1493,3,L,b,L3,L3,L3,X1,X1,X1,X1,X1,X1,,,,,,,L2,L1,R1,R3,simulated,simulated,2516.0111111111114
s1494,2,R,f,,,,,,,L,L,L,X,X,R,R,R,R,L,L,X,R,simulated,simulated,2438.714365079365
s1495,2,C,m,,,,L,L,L,L,L,X,X,X,L,,,,L,L,R,R,simulated,simulated,2455.0606661856664
s1496,3,L,f,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,X1,R3,R1,simulated,simulated,2509.0
s1497,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1498,2,L,m,L,L,L,R,L,L,L,L,L,,,,,,,X,L,R,R,simulated,simulated,2446.0977792577796
s1499,3,C,a,,,,L1,L1,L1,L1,X1,L1,R2,R2,R2,,,,L3,L1,R1,R1,simulated,simulated,2453.405634920635
s1500,3,C,m,,,,L3,R3,R3,R3,X1,R3,R3,R3,R3,,,,L3,L3,R1,R1,simulated,simulated,2465.307777777778
s1501,2,C,f,,,,L,L,L,L,L,L,L,X,R,,,,R,L,R,R,simulated,simulated,2377.7336004736003
s1502,3,R,b,,,,,,,R3,R3,R3,X1,R3,R2,R3,R2,R3,L1,L1,R1,R1,simulated,simulated,2524.4577777777777
s1503,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1504,3,L,m,L2,L2,L2,L3,L2,L2,L2,L2,L2,,,,,,,L1,L1,X1,R3,simulated,simulated,2511.632671957672
s1505,3,R,f,,,,,,,X1,X1,R3,R3,R3,R3,R2,R3,R3,L3,L3,R1,R1,simulated,simulated,2534.7366666666667
s1506,2,C,a,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1507,2,L,b,L,L,L,X,X,X,X,X,X,,,,,,,L,L,R,L,simulated,simulated,2403.6329725829723
s1508,2,L,f,L,L,L,L,L,L,L,L,X,,,,,,,R,L,R,R,simulated,simulated,2445.4539527139527
